,A,B,C,D
84,-1.492905720151552,-0.8972009698362117,0.39045162801388833,-0.15829916019645876
85,0.7774196688981078,1.2781420118452314,-1.0930968144090643,0.32624235913657856
86,0.8314103183078246,0.12743369781658756,2.0962711926494455,-0.6870945777105699
87,-0.17732502877410236,-0.5128302521166445,-0.9809175786300882,1.624993146320537
88,0.6958960178284296,-3.464660498594793,-0.5887292564835678,0.011346976286623992
89,-0.8264441934756402,0.14829162839606305,1.9198385419330528,1.6392905896157994
90,-0.37980577642898106,0.16854237930403254,0.5190997969528585,1.0066789852165727
91,0.2983342317175541,-0.7725452269946332,-0.5579717969282507,0.3058677120219591
92,-0.3958381479558263,0.5691977069035188,0.22059274163203996,-0.8330153538559333
93,-1.0501287476261767,-0.36897372874424084,-0.8353870349566597,-0.9129874051876533
94,-0.6698566338206698,-0.9841337550654882,-0.30052100403395626,0.08462188219337302
95,2.142261693528893,0.7981297919103346,-2.3428900758728126,0.864255236372895
96,0.41973625166847445,-0.14090176746669444,-0.20605489176429448,0.0936673951924025
97,1.2571662691656895,0.4858819681428768,0.465922618193539,-0.4344541499916086
98,-0.05361743160029263,1.0265585596512212,-0.7464614831259617,-0.27621425329850036
99,-0.1540929854159441,1.1022007598994634,-0.8736643789025705,-1.4132259144287536
